Merchant,Grain FICO,QSB,Line Item,Driver Basis,rate
Merchant 5,Fair (580-669),5,Recoveries / Debt Sale,Charge Offs,-0.13037880153477713
Merchant 5,Fair (580-669),6,Recoveries / Debt Sale,Charge Offs,-0.14430800480103406
Merchant 5,Fair (580-669),7,Recoveries / Debt Sale,Charge Offs,-0.15473061760840998
Merchant 5,Good (670-739),1,Recoveries / Debt Sale,Charge Offs,-0.0749960611312431
Merchant 5,Good (670-739),2,Recoveries / Debt Sale,Charge Offs,-0.08830352080004124
Merchant 5,Good (670-739),3,Recoveries / Debt Sale,Charge Offs,-0.10607450908423564
Merchant 5,Good (670-739),4,Recoveries / Debt Sale,Charge Offs,-0.12266204629259407
Merchant 5,Good (670-739),5,Recoveries / Debt Sale,Charge Offs,-0.13173345759552657
Merchant 5,Good (670-739),6,Recoveries / Debt Sale,Charge Offs,-0.14886134332660708
Merchant 5,Good (670-739),7,Recoveries / Debt Sale,Charge Offs,-0.15600955160520033
Merchant 5,Poor (300-579),1,Recoveries / Debt Sale,Charge Offs,-0.07497173544375353
Merchant 5,Poor (300-579),2,Recoveries / Debt Sale,Charge Offs,-0.09407744874715263
Merchant 5,Poor (300-579),3,Recoveries / Debt Sale,Charge Offs,-0.10419876733436055
Merchant 5,Poor (300-579),4,Recoveries / Debt Sale,Charge Offs,-0.11975313231958955
Merchant 5,Poor (300-579),5,Recoveries / Debt Sale,Charge Offs,-0.12913553895410887
Merchant 5,Poor (300-579),6,Recoveries / Debt Sale,Charge Offs,-0.13898385565052232
Merchant 5,Poor (300-579),7,Recoveries / Debt Sale,Charge Offs,-0.15542244640605296
Merchant 5,Very Good (740-799),1,Recoveries / Debt Sale,Charge Offs,-0.07495612935572825
Merchant 5,Very Good (740-799),2,Recoveries / Debt Sale,Charge Offs,-0.09116525774904691
Merchant 5,Very Good (740-799),3,Recoveries / Debt Sale,Charge Offs,-0.10875813038874603
Merchant 5,Very Good (740-799),4,Recoveries / Debt Sale,Charge Offs,-0.1184876451324799
Merchant 5,Very Good (740-799),5,Recoveries / Debt Sale,Charge Offs,-0.13074616922051965
Merchant 5,Very Good (740-799),6,Recoveries / Debt Sale,Charge Offs,-0.15516870836019772
Merchant 5,Very Good (740-799),7,Recoveries / Debt Sale,Charge Offs,-0.15884115884115885
Merchant 6,Exceptional (800-850),1,Recoveries / Debt Sale,Charge Offs,-0.07642725598526703
Merchant 6,Exceptional (800-850),2,Recoveries / Debt Sale,Charge Offs,-0.092151503319016
Merchant 6,Exceptional (800-850),3,Recoveries / Debt Sale,Charge Offs,-0.10570662581386442
Merchant 6,Exceptional (800-850),4,Recoveries / Debt Sale,Charge Offs,-0.11811328049487725
Merchant 6,Exceptional (800-850),5,Recoveries / Debt Sale,Charge Offs,-0.13316645807259073
Merchant 6,Exceptional (800-850),6,Recoveries / Debt Sale,Charge Offs,-0.14569058781103497
Merchant 6,Fair (580-669),1,Recoveries / Debt Sale,Charge Offs,-0.07521367521367521
Merchant 6,Fair (580-669),2,Recoveries / Debt Sale,Charge Offs,-0.09232014641700689
Merchant 6,Fair (580-669),3,Recoveries / Debt Sale,Charge Offs,-0.10922361874836345
Merchant 6,Fair (580-669),4,Recoveries / Debt Sale,Charge Offs,-0.11682644400920868
Merchant 6,Fair (580-669),5,Recoveries / Debt Sale,Charge Offs,-0.13069970964707806
Merchant 6,Fair (580-669),6,Recoveries / Debt Sale,Charge Offs,-0.15841523341523342
Merchant 6,Good (670-739),1,Recoveries / Debt Sale,Charge Offs,-0.07650725006359704
Merchant 6,Good (670-739),2,Recoveries / Debt Sale,Charge Offs,-0.09146628948609146
Merchant 6,Good (670-739),3,Recoveries / Debt Sale,Charge Offs,-0.10493408124620386
Merchant 6,Good (670-739),4,Recoveries / Debt Sale,Charge Offs,-0.11927887889322963
Merchant 6,Good (670-739),5,Recoveries / Debt Sale,Charge Offs,-0.13137080544765292
Merchant 6,Good (670-739),6,Recoveries / Debt Sale,Charge Offs,-0.1541966585220894
Merchant 6,Poor (300-579),1,Recoveries / Debt Sale,Charge Offs,-0.07198655196282014
Merchant 6,Poor (300-579),2,Recoveries / Debt Sale,Charge Offs,-0.09182244413322779
Merchant 6,Poor (300-579),3,Recoveries / Debt Sale,Charge Offs,-0.10375956404469643
Merchant 6,Poor (300-579),4,Recoveries / Debt Sale,Charge Offs,-0.11847211442510257
Merchant 6,Poor (300-579),5,Recoveries / Debt Sale,Charge Offs,-0.13476232334843466
Merchant 6,Poor (300-579),6,Recoveries / Debt Sale,Charge Offs,-0.14889439966935317
Merchant 6,Very Good (740-799),1,Recoveries / Debt Sale,Charge Offs,-0.07564554658173131
Merchant 6,Very Good (740-799),2,Recoveries / Debt Sale,Charge Offs,-0.08920462868024022
Merchant 6,Very Good (740-799),3,Recoveries / Debt Sale,Charge Offs,-0.09918623265741729
Merchant 6,Very Good (740-799),4,Recoveries / Debt Sale,Charge Offs,-0.11942379182156133
Merchant 6,Very Good (740-799),5,Recoveries / Debt Sale,Charge Offs,-0.13652737752161384
Merchant 6,Very Good (740-799),6,Recoveries / Debt Sale,Charge Offs,-0.14926671638081035
Merchant 7,Exceptional (800-850),1,Recoveries / Debt Sale,Charge Offs,-0.07247689798876608
Merchant 7,Exceptional (800-850),2,Recoveries / Debt Sale,Charge Offs,-0.0874154904519037
Merchant 7,Exceptional (800-850),3,Recoveries / Debt Sale,Charge Offs,-0.1071111674483458
Merchant 7,Exceptional (800-850),4,Recoveries / Debt Sale,Charge Offs,-0.11764705882352941
Merchant 7,Exceptional (800-850),5,Recoveries / Debt Sale,Charge Offs,-0.130395412013281
Merchant 7,Fair (580-669),1,Recoveries / Debt Sale,Charge Offs,-0.0719575016097875
Merchant 7,Fair (580-669),2,Recoveries / Debt Sale,Charge Offs,-0.08822484906904773
Merchant 7,Fair (580-669),3,Recoveries / Debt Sale,Charge Offs,-0.10687103594080338
Merchant 7,Fair (580-669),4,Recoveries / Debt Sale,Charge Offs,-0.11938975754890169
Merchant 7,Fair (580-669),5,Recoveries / Debt Sale,Charge Offs,-0.1318265119120342
Merchant 7,Good (670-739),1,Recoveries / Debt Sale,Charge Offs,-0.07262240283148719
Merchant 7,Good (670-739),2,Recoveries / Debt Sale,Charge Offs,-0.09124782995299996
Merchant 7,Good (670-739),3,Recoveries / Debt Sale,Charge Offs,-0.10507025045815516
Merchant 7,Good (670-739),4,Recoveries / Debt Sale,Charge Offs,-0.12275223430601917
Merchant 7,Good (670-739),5,Recoveries / Debt Sale,Charge Offs,-0.1442355026090381
Merchant 7,Poor (300-579),1,Recoveries / Debt Sale,Charge Offs,-0.07562394445486958
Merchant 7,Poor (300-579),2,Recoveries / Debt Sale,Charge Offs,-0.09057883264713006
Merchant 7,Poor (300-579),3,Recoveries / Debt Sale,Charge Offs,-0.10744297719087635
Merchant 7,Poor (300-579),4,Recoveries / Debt Sale,Charge Offs,-0.12839059674502712
Merchant 7,Poor (300-579),5,Recoveries / Debt Sale,Charge Offs,-0.13705715024566847
Merchant 7,Very Good (740-799),1,Recoveries / Debt Sale,Charge Offs,-0.07390545564913878
Merchant 7,Very Good (740-799),2,Recoveries / Debt Sale,Charge Offs,-0.09074157079535833
Merchant 7,Very Good (740-799),3,Recoveries / Debt Sale,Charge Offs,-0.1031652388036731
Merchant 7,Very Good (740-799),4,Recoveries / Debt Sale,Charge Offs,-0.11583940602227416
Merchant 7,Very Good (740-799),5,Recoveries / Debt Sale,Charge Offs,-0.1309599491417673
Merchant 8,Exceptional (800-850),1,Recoveries / Debt Sale,Charge Offs,-0.07605633802816901
Merchant 8,Exceptional (800-850),2,Recoveries / Debt Sale,Charge Offs,-0.09070294784580499
Merchant 8,Exceptional (800-850),3,Recoveries / Debt Sale,Charge Offs,-0.10385756676557864
Merchant 8,Exceptional (800-850),4,Recoveries / Debt Sale,Charge Offs,-0.11214953271028037
Merchant 8,Fair (580-669),1,Recoveries / Debt Sale,Charge Offs,-0.07761828814460393
Merchant 8,Fair (580-669),2,Recoveries / Debt Sale,Charge Offs,-0.08886316872427984
Merchant 8,Fair (580-669),3,Recoveries / Debt Sale,Charge Offs,-0.10539136083143878
Merchant 8,Fair (580-669),4,Recoveries / Debt Sale,Charge Offs,-0.1201171875
Merchant 8,Good (670-739),1,Recoveries / Debt Sale,Charge Offs,-0.07506561679790026
Merchant 8,Good (670-739),2,Recoveries / Debt Sale,Charge Offs,-0.08833499501495513
Merchant 8,Good (670-739),3,Recoveries / Debt Sale,Charge Offs,-0.10559796437659033
Merchant 8,Good (670-739),4,Recoveries / Debt Sale,Charge Offs,-0.125
Merchant 8,Poor (300-579),1,Recoveries / Debt Sale,Charge Offs,-0.0766531713900135
Merchant 8,Poor (300-579),2,Recoveries / Debt Sale,Charge Offs,-0.08519827247742442
Merchant 8,Poor (300-579),3,Recoveries / Debt Sale,Charge Offs,-0.102676399026764
Merchant 8,Poor (300-579),4,Recoveries / Debt Sale,Charge Offs,-0.12486388384754991
Merchant 8,Very Good (740-799),1,Recoveries / Debt Sale,Charge Offs,-0.07612456747404844
Merchant 8,Very Good (740-799),2,Recoveries / Debt Sale,Charge Offs,-0.08949152542372882
Merchant 8,Very Good (740-799),3,Recoveries / Debt Sale,Charge Offs,-0.1072340425531915
Merchant 8,Very Good (740-799),4,Recoveries / Debt Sale,Charge Offs,-0.12253521126760564
Merchant 9,ALL,1,Recoveries / Debt Sale,Charge Offs,-0.0738542376179819
Merchant 9,ALL,2,Recoveries / Debt Sale,Charge Offs,-0.08853247794707297
Merchant 9,ALL,3,Recoveries / Debt Sale,Charge Offs,-0.10495823228240367
Merchant 1,Exceptional (800-850),0,3rd Party Fraud,Net Transaction Volume,-0.000495870163144595
Merchant 1,Exceptional (800-850),1,3rd Party Fraud,Net Transaction Volume,-0.0005072562523572124
Merchant 1,Exceptional (800-850),2,3rd Party Fraud,Net Transaction Volume,-0.0004961168946231796
Merchant 1,Exceptional (800-850),3,3rd Party Fraud,Net Transaction Volume,-0.0004855270409508063
Merchant 1,Exceptional (800-850),4,3rd Party Fraud,Net Transaction Volume,-0.0005028308329478113
Merchant 1,Exceptional (800-850),5,3rd Party Fraud,Net Transaction Volume,-0.0004955818230928525
Merchant 1,Exceptional (800-850),6,3rd Party Fraud,Net Transaction Volume,-0.0005041813889280836
Merchant 1,Exceptional (800-850),7,3rd Party Fraud,Net Transaction Volume,-0.0005092294568044674
Merchant 1,Exceptional (800-850),8,3rd Party Fraud,Net Transaction Volume,-0.0005243925892685429
Merchant 1,Exceptional (800-850),9,3rd Party Fraud,Net Transaction Volume,-0.0005061558418820084
Merchant 1,Exceptional (800-850),10,3rd Party Fraud,Net Transaction Volume,-0.000514864533133503
Merchant 1,Exceptional (800-850),11,3rd Party Fraud,Net Transaction Volume,-0.0005021805839464979
Merchant 1,Exceptional (800-850),12,3rd Party Fraud,Net Transaction Volume,-0.0004717507815989281
Merchant 1,Exceptional (800-850),13,3rd Party Fraud,Net Transaction Volume,-0.0005207642926127218
Merchant 1,Fair (580-669),0,3rd Party Fraud,Net Transaction Volume,-0.0008885475586022069
Merchant 1,Fair (580-669),1,3rd Party Fraud,Net Transaction Volume,-0.0009048941047805329
Merchant 1,Fair (580-669),2,3rd Party Fraud,Net Transaction Volume,-0.000896698374571015
Merchant 1,Fair (580-669),3,3rd Party Fraud,Net Transaction Volume,-0.0009067437142681503
Merchant 1,Fair (580-669),4,3rd Party Fraud,Net Transaction Volume,-0.0009043208573391626
Merchant 1,Fair (580-669),5,3rd Party Fraud,Net Transaction Volume,-0.000897453356938581
Merchant 1,Fair (580-669),6,3rd Party Fraud,Net Transaction Volume,-0.0009052433576299083
Merchant 1,Fair (580-669),7,3rd Party Fraud,Net Transaction Volume,-0.0009212842920708089
Merchant 1,Fair (580-669),8,3rd Party Fraud,Net Transaction Volume,-0.000914002135812551
Merchant 1,Fair (580-669),9,3rd Party Fraud,Net Transaction Volume,-0.0009122412107928797
Merchant 1,Fair (580-669),10,3rd Party Fraud,Net Transaction Volume,-0.0009127356478717052
Merchant 1,Fair (580-669),11,3rd Party Fraud,Net Transaction Volume,-0.0008910467474003386
Merchant 1,Fair (580-669),12,3rd Party Fraud,Net Transaction Volume,-0.0008623477417268513
Merchant 1,Fair (580-669),13,3rd Party Fraud,Net Transaction Volume,-0.0008839779005524862
Merchant 1,Good (670-739),0,3rd Party Fraud,Net Transaction Volume,-0.0007175648203692595
Merchant 1,Good (670-739),1,3rd Party Fraud,Net Transaction Volume,-0.00069151989073235
Merchant 1,Good (670-739),2,3rd Party Fraud,Net Transaction Volume,-0.000706946351005681
Merchant 1,Good (670-739),3,3rd Party Fraud,Net Transaction Volume,-0.0006912647355478932
Merchant 1,Good (670-739),4,3rd Party Fraud,Net Transaction Volume,-0.0007121383229426112
Merchant 1,Good (670-739),5,3rd Party Fraud,Net Transaction Volume,-0.000714486212944364
Merchant 1,Good (670-739),6,3rd Party Fraud,Net Transaction Volume,-0.0006988307412873198
Merchant 1,Good (670-739),7,3rd Party Fraud,Net Transaction Volume,-0.0007235545516951217
Merchant 1,Good (670-739),8,3rd Party Fraud,Net Transaction Volume,-0.0006944563521322382
Merchant 1,Good (670-739),9,3rd Party Fraud,Net Transaction Volume,-0.0006917525110830317
Merchant 1,Good (670-739),10,3rd Party Fraud,Net Transaction Volume,-0.0007143112071910388
Merchant 1,Good (670-739),11,3rd Party Fraud,Net Transaction Volume,-0.0007057003079135342
Merchant 1,Good (670-739),12,3rd Party Fraud,Net Transaction Volume,-0.0007376169299187241
Merchant 1,Good (670-739),13,3rd Party Fraud,Net Transaction Volume,-0.0007181162547001171
Merchant 1,Poor (300-579),0,3rd Party Fraud,Net Transaction Volume,-0.001210786547191144
Merchant 1,Poor (300-579),1,3rd Party Fraud,Net Transaction Volume,-0.0012006978750098015
Merchant 1,Poor (300-579),2,3rd Party Fraud,Net Transaction Volume,-0.001195124582029986
Merchant 1,Poor (300-579),3,3rd Party Fraud,Net Transaction Volume,-0.0012053068916235597
Merchant 1,Poor (300-579),4,3rd Party Fraud,Net Transaction Volume,-0.0012137986708760397
Merchant 1,Poor (300-579),5,3rd Party Fraud,Net Transaction Volume,-0.001184744480363161
Merchant 1,Poor (300-579),6,3rd Party Fraud,Net Transaction Volume,-0.0012072786655779773
Merchant 1,Poor (300-579),7,3rd Party Fraud,Net Transaction Volume,-0.0012171684817424728
Merchant 1,Poor (300-579),8,3rd Party Fraud,Net Transaction Volume,-0.001171374534805686
Merchant 1,Poor (300-579),9,3rd Party Fraud,Net Transaction Volume,-0.0011510182084151365
Merchant 1,Poor (300-579),10,3rd Party Fraud,Net Transaction Volume,-0.0012207719034651142
Merchant 1,Poor (300-579),11,3rd Party Fraud,Net Transaction Volume,-0.001165821868211441
Merchant 1,Poor (300-579),12,3rd Party Fraud,Net Transaction Volume,-0.0011794191360754828
Merchant 1,Poor (300-579),13,3rd Party Fraud,Net Transaction Volume,-0.0012338062924120913
Merchant 1,Very Good (740-799),0,3rd Party Fraud,Net Transaction Volume,-0.0006031271134207348
Merchant 1,Very Good (740-799),1,3rd Party Fraud,Net Transaction Volume,-0.0005967021281315955
Merchant 1,Very Good (740-799),2,3rd Party Fraud,Net Transaction Volume,-0.0006069976337243825
Merchant 1,Very Good (740-799),3,3rd Party Fraud,Net Transaction Volume,-0.0005861646872631159
Merchant 1,Very Good (740-799),4,3rd Party Fraud,Net Transaction Volume,-0.0005889573633797864
Merchant 1,Very Good (740-799),5,3rd Party Fraud,Net Transaction Volume,-0.0006004192144070845
Merchant 1,Very Good (740-799),6,3rd Party Fraud,Net Transaction Volume,-0.0005857570848648812
Merchant 1,Very Good (740-799),7,3rd Party Fraud,Net Transaction Volume,-0.0006035296473213008
Merchant 1,Very Good (740-799),8,3rd Party Fraud,Net Transaction Volume,-0.0005970904959494172
Merchant 1,Very Good (740-799),9,3rd Party Fraud,Net Transaction Volume,-0.0006133418919840991
Merchant 1,Very Good (740-799),10,3rd Party Fraud,Net Transaction Volume,-0.0005908665938445363
Merchant 1,Very Good (740-799),11,3rd Party Fraud,Net Transaction Volume,-0.0006155549612697698
Merchant 1,Very Good (740-799),12,3rd Party Fraud,Net Transaction Volume,-0.0005805898866163549
Merchant 1,Very Good (740-799),13,3rd Party Fraud,Net Transaction Volume,-0.0005779418847327019
Merchant 10,ALL,0,3rd Party Fraud,Net Transaction Volume,-0.0006774830965278992
Merchant 10,ALL,1,3rd Party Fraud,Net Transaction Volume,-0.0006912225494546873
Merchant 2,Exceptional (800-850),0,3rd Party Fraud,Net Transaction Volume,-0.0004992113167049604
Merchant 2,Exceptional (800-850),1,3rd Party Fraud,Net Transaction Volume,-0.0005003164423442049
Merchant 2,Exceptional (800-850),2,3rd Party Fraud,Net Transaction Volume,-0.000500941519490972
Merchant 2,Exceptional (800-850),3,3rd Party Fraud,Net Transaction Volume,-0.0004839782325791035
Merchant 2,Exceptional (800-850),4,3rd Party Fraud,Net Transaction Volume,-0.0004975368280084178
Merchant 2,Exceptional (800-850),5,3rd Party Fraud,Net Transaction Volume,-0.0004933352521091543
Merchant 2,Exceptional (800-850),6,3rd Party Fraud,Net Transaction Volume,-0.0005094133136308337
Merchant 2,Exceptional (800-850),7,3rd Party Fraud,Net Transaction Volume,-0.0005037395119423123
Merchant 2,Exceptional (800-850),8,3rd Party Fraud,Net Transaction Volume,-0.000510329115151254
Merchant 2,Exceptional (800-850),9,3rd Party Fraud,Net Transaction Volume,-0.0004967546922229773
Merchant 2,Exceptional (800-850),10,3rd Party Fraud,Net Transaction Volume,-0.0005101409239870478
Merchant 2,Exceptional (800-850),11,3rd Party Fraud,Net Transaction Volume,-0.00046752676967794124
Merchant 2,Fair (580-669),0,3rd Party Fraud,Net Transaction Volume,-0.0008962241050002449
Merchant 2,Fair (580-669),1,3rd Party Fraud,Net Transaction Volume,-0.0009026816893984318
Merchant 2,Fair (580-669),2,3rd Party Fraud,Net Transaction Volume,-0.0009070391751597653
Merchant 2,Fair (580-669),3,3rd Party Fraud,Net Transaction Volume,-0.0009120261892216106
Merchant 2,Fair (580-669),4,3rd Party Fraud,Net Transaction Volume,-0.0009120256313790216
Merchant 2,Fair (580-669),5,3rd Party Fraud,Net Transaction Volume,-0.0009188819885312474
Merchant 2,Fair (580-669),6,3rd Party Fraud,Net Transaction Volume,-0.0008822839998124795
Merchant 2,Fair (580-669),7,3rd Party Fraud,Net Transaction Volume,-0.0008999539393653081
Merchant 2,Fair (580-669),8,3rd Party Fraud,Net Transaction Volume,-0.0009008745930003359
Merchant 2,Fair (580-669),9,3rd Party Fraud,Net Transaction Volume,-0.0008914014694361515
Merchant 2,Fair (580-669),10,3rd Party Fraud,Net Transaction Volume,-0.0009366735233617396
Merchant 2,Fair (580-669),11,3rd Party Fraud,Net Transaction Volume,-0.0009463487332339791
Merchant 2,Good (670-739),0,3rd Party Fraud,Net Transaction Volume,-0.0007037269157452746
Merchant 2,Good (670-739),1,3rd Party Fraud,Net Transaction Volume,-0.0006971513219422618
Merchant 2,Good (670-739),2,3rd Party Fraud,Net Transaction Volume,-0.0007004336017534665
Merchant 2,Good (670-739),3,3rd Party Fraud,Net Transaction Volume,-0.0006990026425709658
Merchant 2,Good (670-739),4,3rd Party Fraud,Net Transaction Volume,-0.0007038216952238035
Merchant 2,Good (670-739),5,3rd Party Fraud,Net Transaction Volume,-0.0007238825926984683
Merchant 2,Good (670-739),6,3rd Party Fraud,Net Transaction Volume,-0.0006954851391904568
Merchant 2,Good (670-739),7,3rd Party Fraud,Net Transaction Volume,-0.0007098048995721987
Merchant 2,Good (670-739),8,3rd Party Fraud,Net Transaction Volume,-0.0007120831429876656
Merchant 2,Good (670-739),9,3rd Party Fraud,Net Transaction Volume,-0.0006937471474212689
Merchant 2,Good (670-739),10,3rd Party Fraud,Net Transaction Volume,-0.0006827292752671401
Merchant 2,Good (670-739),11,3rd Party Fraud,Net Transaction Volume,-0.000681966099776451
Merchant 2,Poor (300-579),0,3rd Party Fraud,Net Transaction Volume,-0.0011925449359952245
Merchant 2,Poor (300-579),1,3rd Party Fraud,Net Transaction Volume,-0.0012024981135710501
Merchant 2,Poor (300-579),2,3rd Party Fraud,Net Transaction Volume,-0.0012107665083356618
Merchant 2,Poor (300-579),3,3rd Party Fraud,Net Transaction Volume,-0.0012063436661503893
Merchant 2,Poor (300-579),4,3rd Party Fraud,Net Transaction Volume,-0.0012348986749805145
Merchant 2,Poor (300-579),5,3rd Party Fraud,Net Transaction Volume,-0.0011819817583917603
Merchant 2,Poor (300-579),6,3rd Party Fraud,Net Transaction Volume,-0.0012154569430111225
Merchant 2,Poor (300-579),7,3rd Party Fraud,Net Transaction Volume,-0.0012045889101338432
Merchant 2,Poor (300-579),8,3rd Party Fraud,Net Transaction Volume,-0.0012181286200513525
Merchant 2,Poor (300-579),9,3rd Party Fraud,Net Transaction Volume,-0.0011929460580912864
Merchant 2,Poor (300-579),10,3rd Party Fraud,Net Transaction Volume,-0.0012202380952380952
Merchant 2,Poor (300-579),11,3rd Party Fraud,Net Transaction Volume,-0.001248829222603809
Merchant 2,Very Good (740-799),0,3rd Party Fraud,Net Transaction Volume,-0.0006006178839605964
Merchant 2,Very Good (740-799),1,3rd Party Fraud,Net Transaction Volume,-0.000617418879700841
Merchant 2,Very Good (740-799),2,3rd Party Fraud,Net Transaction Volume,-0.0005888995751489578
Merchant 2,Very Good (740-799),3,3rd Party Fraud,Net Transaction Volume,-0.0005939385091147994
Merchant 2,Very Good (740-799),4,3rd Party Fraud,Net Transaction Volume,-0.0006074352409785159
Merchant 2,Very Good (740-799),5,3rd Party Fraud,Net Transaction Volume,-0.0005886392767596273
Merchant 2,Very Good (740-799),6,3rd Party Fraud,Net Transaction Volume,-0.0006057583063152936
Merchant 2,Very Good (740-799),7,3rd Party Fraud,Net Transaction Volume,-0.0005831836413297571
Merchant 2,Very Good (740-799),8,3rd Party Fraud,Net Transaction Volume,-0.0006010718702762128
Merchant 2,Very Good (740-799),9,3rd Party Fraud,Net Transaction Volume,-0.0005858503791499395
Merchant 2,Very Good (740-799),10,3rd Party Fraud,Net Transaction Volume,-0.0006087441372298206
Merchant 2,Very Good (740-799),11,3rd Party Fraud,Net Transaction Volume,-0.0006363560244494683
Merchant 3,Exceptional (800-850),0,3rd Party Fraud,Net Transaction Volume,-0.0005023719937358271
Merchant 3,Exceptional (800-850),1,3rd Party Fraud,Net Transaction Volume,-0.0004879241460655742
Merchant 3,Exceptional (800-850),2,3rd Party Fraud,Net Transaction Volume,-0.0005167419627850425
Merchant 3,Exceptional (800-850),3,3rd Party Fraud,Net Transaction Volume,-0.0005047246922902112
Merchant 3,Exceptional (800-850),4,3rd Party Fraud,Net Transaction Volume,-0.0004885362822614051
Merchant 3,Exceptional (800-850),5,3rd Party Fraud,Net Transaction Volume,-0.0005147861119659794
Merchant 3,Exceptional (800-850),6,3rd Party Fraud,Net Transaction Volume,-0.000522706532825165
Merchant 3,Exceptional (800-850),7,3rd Party Fraud,Net Transaction Volume,-0.0005026299222192888
Merchant 3,Exceptional (800-850),8,3rd Party Fraud,Net Transaction Volume,-0.000530210336188312
Merchant 3,Exceptional (800-850),9,3rd Party Fraud,Net Transaction Volume,-0.0005099620493358634
Merchant 3,Fair (580-669),0,3rd Party Fraud,Net Transaction Volume,-0.0009176959939268374
Merchant 3,Fair (580-669),1,3rd Party Fraud,Net Transaction Volume,-0.0009152347468730265
Merchant 3,Fair (580-669),2,3rd Party Fraud,Net Transaction Volume,-0.0009186463397768014
Merchant 3,Fair (580-669),3,3rd Party Fraud,Net Transaction Volume,-0.0009035846805818268
Merchant 3,Fair (580-669),4,3rd Party Fraud,Net Transaction Volume,-0.0008768349035808174
Merchant 3,Fair (580-669),5,3rd Party Fraud,Net Transaction Volume,-0.0008870096013225663
Merchant 3,Fair (580-669),6,3rd Party Fraud,Net Transaction Volume,-0.0009305971753341173
Merchant 3,Fair (580-669),7,3rd Party Fraud,Net Transaction Volume,-0.000927511690111032
Merchant 3,Fair (580-669),8,3rd Party Fraud,Net Transaction Volume,-0.0009218881493382297
Merchant 3,Fair (580-669),9,3rd Party Fraud,Net Transaction Volume,-0.0009156930849384276
Merchant 3,Good (670-739),0,3rd Party Fraud,Net Transaction Volume,-0.0007116168775485204
Merchant 3,Good (670-739),1,3rd Party Fraud,Net Transaction Volume,-0.0007205412536358194
Merchant 3,Good (670-739),2,3rd Party Fraud,Net Transaction Volume,-0.0007145204395885619
Merchant 3,Good (670-739),3,3rd Party Fraud,Net Transaction Volume,-0.0006893749183634966
Merchant 3,Good (670-739),4,3rd Party Fraud,Net Transaction Volume,-0.0007014920058398319
Merchant 3,Good (670-739),5,3rd Party Fraud,Net Transaction Volume,-0.0006998513786295779
Merchant 3,Good (670-739),6,3rd Party Fraud,Net Transaction Volume,-0.0007087854392719636
Merchant 3,Good (670-739),7,3rd Party Fraud,Net Transaction Volume,-0.0007326562578950028
Merchant 3,Good (670-739),8,3rd Party Fraud,Net Transaction Volume,-0.0007233678376395794
Merchant 3,Good (670-739),9,3rd Party Fraud,Net Transaction Volume,-0.0006496850612050866
Merchant 3,Poor (300-579),0,3rd Party Fraud,Net Transaction Volume,-0.0012127217159523843
Merchant 3,Poor (300-579),1,3rd Party Fraud,Net Transaction Volume,-0.0011727727457077194
Merchant 3,Poor (300-579),2,3rd Party Fraud,Net Transaction Volume,-0.0012170154686078254
Merchant 3,Poor (300-579),3,3rd Party Fraud,Net Transaction Volume,-0.0011820949481495576
Merchant 3,Poor (300-579),4,3rd Party Fraud,Net Transaction Volume,-0.0012194761862580092
Merchant 3,Poor (300-579),5,3rd Party Fraud,Net Transaction Volume,-0.0012317312038571645
Merchant 3,Poor (300-579),6,3rd Party Fraud,Net Transaction Volume,-0.0011721982164199687
Merchant 3,Poor (300-579),7,3rd Party Fraud,Net Transaction Volume,-0.001162290142057684
Merchant 3,Poor (300-579),8,3rd Party Fraud,Net Transaction Volume,-0.0012423268050277697
Merchant 3,Poor (300-579),9,3rd Party Fraud,Net Transaction Volume,-0.0011409013120365088
Merchant 3,Very Good (740-799),0,3rd Party Fraud,Net Transaction Volume,-0.0006108587564884214
Merchant 3,Very Good (740-799),1,3rd Party Fraud,Net Transaction Volume,-0.0006068277766057117
Merchant 3,Very Good (740-799),2,3rd Party Fraud,Net Transaction Volume,-0.0005846651724932448
Merchant 3,Very Good (740-799),3,3rd Party Fraud,Net Transaction Volume,-0.0006012279722510166
Merchant 3,Very Good (740-799),4,3rd Party Fraud,Net Transaction Volume,-0.0006188344360366071
Merchant 3,Very Good (740-799),5,3rd Party Fraud,Net Transaction Volume,-0.0006149108621340796
Merchant 3,Very Good (740-799),6,3rd Party Fraud,Net Transaction Volume,-0.0005975529360533685
Merchant 3,Very Good (740-799),7,3rd Party Fraud,Net Transaction Volume,-0.0005794521384750984
Merchant 3,Very Good (740-799),8,3rd Party Fraud,Net Transaction Volume,-0.0005864150040177121
Merchant 3,Very Good (740-799),9,3rd Party Fraud,Net Transaction Volume,-0.0005893503360330863
Merchant 4,Exceptional (800-850),0,3rd Party Fraud,Net Transaction Volume,-0.0005098713170105074
Merchant 4,Exceptional (800-850),1,3rd Party Fraud,Net Transaction Volume,-0.0005045476640878024
Merchant 4,Exceptional (800-850),2,3rd Party Fraud,Net Transaction Volume,-0.0004847975432512211
Merchant 4,Exceptional (800-850),3,3rd Party Fraud,Net Transaction Volume,-0.000498208161205621
Merchant 4,Exceptional (800-850),4,3rd Party Fraud,Net Transaction Volume,-0.0004867570550212833
Merchant 4,Exceptional (800-850),5,3rd Party Fraud,Net Transaction Volume,-0.0004828256642903435
Merchant 4,Exceptional (800-850),6,3rd Party Fraud,Net Transaction Volume,-0.0005033143082717898
